kmer,hubness,count,k,community,count_fraction
CILIUM,0.006991245354157013,6,1,15,0.012195121951219513
LOCALIZATION,0.0007370320507662743,6,1,15,0.012195121951219513
RETROGRADE,0.014943611237845,5,1,15,0.01016260162601626
G2,0.004667953635263742,5,1,15,0.01016260162601626
GAP,0.004399709374793464,5,1,15,0.01016260162601626
JUNCTION,0.004399709374793464,5,1,15,0.01016260162601626
CCT,0.004304027390243761,5,1,15,0.01016260162601626
TRIC,0.004304027390243761,5,1,15,0.01016260162601626
PROTEIN,0.004230682714678776,5,1,15,0.01016260162601626
CHECKPOINT,0.0027865059915703713,5,1,15,0.01016260162601626
SEGREGATION,0.002430878358075694,5,1,15,0.01016260162601626
CARGO,0.0023117602977072824,5,1,15,0.01016260162601626
INVOLVED,0.0022534029459809805,5,1,15,0.01016260162601626
REGULATES,0.0009003452184084283,5,1,15,0.01016260162601626
REPLICATION,0.0005312827055495384,5,1,15,0.01016260162601626
TRAFFIC,0.013294969600527246,4,1,15,0.008130081300813009
ACTIVATION,0.009123600923438774,4,1,15,0.008130081300813009
FOLDING,0.005901698661353296,4,1,15,0.008130081300813009
POSITIVE,0.0016941079081887354,4,1,15,0.008130081300813009
CHROMOSOME,0.001404577308468165,4,1,15,0.008130081300813009
APC,0.0012325229694334183,4,1,15,0.008130081300813009
NEGATIVE,0.0011901424075506251,4,1,15,0.008130081300813009
GENES,0.0010588777465255672,4,1,15,0.008130081300813009
TP53,0.0010588777465255672,4,1,15,0.008130081300813009
DNA,0.0010074082106620765,4,1,15,0.008130081300813009
NUCLEAR,0.0009379945542008937,4,1,15,0.008130081300813009
ESTABLISHMENT,0.0009273593332861116,4,1,15,0.008130081300813009
KINASE,0.0006510645937648285,4,1,15,0.008130081300813009
E2F,0.0006430322797305609,4,1,15,0.008130081300813009
COPI,0.017092956436796963,3,1,15,0.006097560975609756
BODY,0.015940099508476985,3,1,15,0.006097560975609756
CYTOSKELETON,0.009873117194099876,3,1,15,0.006097560975609756
POST,0.00913389415042488,3,1,15,0.006097560975609756
RECEPTORS,0.008496342366388663,3,1,15,0.006097560975609756
CHROMATID,0.008200853333148907,3,1,15,0.006097560975609756
SISTER,0.008200853333148907,3,1,15,0.006097560975609756
CENTROSOME,0.0073175858691402465,3,1,15,0.006097560975609756
MATURATION,0.007298901144373062,3,1,15,0.006097560975609756
MAINTENANCE,0.0065237288173708675,3,1,15,0.006097560975609756
PATHWAY,0.0054613228899317925,3,1,15,0.006097560975609756
TRAFFICKING,0.003546780266404584,3,1,15,0.006097560975609756
EVENTS,0.0029292318833744335,3,1,15,0.006097560975609756
ANAPHASE,0.000987670917444156,3,1,15,0.006097560975609756
CYCLIN,0.0009405935386957126,3,1,15,0.006097560975609756
G1,0.0008499478236186495,3,1,15,0.006097560975609756
INHIBITION,0.0007739411722658731,3,1,15,0.006097560975609756
MYOSIN,0.0005652708826399737,3,1,15,0.006097560975609756
CELL CYCLE,0.005117820729479792,13,2,15,0.026422764227642278
PLASMA MEMBRANE,0.009902145297169642,7,2,15,0.014227642276422764
GAP JUNCTION,0.004399709374793464,5,2,15,0.01016260162601626
REGULATION CELL,0.00416459993334197,5,2,15,0.01016260162601626
GOLGI ER,0.018020073852029826,4,2,15,0.008130081300813009
MITOTIC SPINDLE,0.00525127527736614,4,2,15,0.008130081300813009
TUBULIN BINDING,0.002596745263157931,4,2,15,0.008130081300813009
POSITIVE REGULATION,0.0016941079081887354,4,2,15,0.008130081300813009
CHROMOSOME SEGREGATION,0.001404577308468165,4,2,15,0.008130081300813009
REGULATES TRANSCRIPTION,0.0010588777465255672,4,2,15,0.008130081300813009
TP53 REGULATES,0.0010588777465255672,4,2,15,0.008130081300813009
ER RETROGRADE,0.017432024367864934,3,2,15,0.006097560975609756
MEDIATED TRANSPORT,0.012743629922374966,3,2,15,0.006097560975609756
VESICLE MEDIATED,0.012743629922374966,3,2,15,0.006097560975609756
SISTER CHROMATID,0.008200853333148907,3,2,15,0.006097560975609756
TUBULIN FOLDING,0.007694832655981833,3,2,15,0.006097560975609756
CCT TRIC,0.0045583597795274804,3,2,15,0.006097560975609756
REGULATION MICROTUBULE,0.0009214283705567014,3,2,15,0.006097560975609756
KINASE ACTIVITY,0.000600380564659709,3,2,15,0.006097560975609756
REGULATION CELL CYCLE,0.005124603241244985,4,3,15,0.008130081300813009
TP53 REGULATES TRANSCRIPTION,0.0010588777465255672,4,3,15,0.008130081300813009
GOLGI ER RETROGRADE,0.017432024367864934,3,3,15,0.006097560975609756
VESICLE MEDIATED TRANSPORT,0.012743629922374966,3,3,15,0.006097560975609756
RESPONSE,0.009984004397303372,24,1,16,0.04878048780487805
REGULATION,0.010432461927827343,23,1,16,0.046747967479674794
APOPTOTIC,0.01450534144113979,22,1,16,0.044715447154471545
PROTEIN,0.007707458207204282,19,1,16,0.03861788617886179
BINDING,0.004913243625523239,19,1,16,0.03861788617886179
SIGNALING,0.01822262497446959,15,1,16,0.03048780487804878
CELL,0.009993786912845767,15,1,16,0.03048780487804878
DEATH,0.013085461609136083,14,1,16,0.028455284552845527
PATHWAY,0.022178589934928498,13,1,16,0.026422764227642278
ACTIVATION,0.0061721352825578986,9,1,16,0.018292682926829267
ENDOPLASMIC,0.014542744474597458,7,1,16,0.014227642276422764
RETICULUM,0.014542744474597458,7,1,16,0.014227642276422764
NEGATIVE,0.011884056302934121,7,1,16,0.014227642276422764
STRESS,0.008481248372557591,7,1,16,0.014227642276422764
CELLULAR,0.006733606920566396,7,1,16,0.014227642276422764
MEDIATED,0.0028844884860005854,7,1,16,0.014227642276422764
PROCESS,0.008789793003690725,6,1,16,0.012195121951219513
TP53,0.0059627339874766885,6,1,16,0.012195121951219513
TRANSCRIPTION,0.005756156955637969,6,1,16,0.012195121951219513
REGULATES,0.005365364076955793,6,1,16,0.012195121951219513
CASPASE,0.00484645634765493,6,1,16,0.012195121951219513
GENES,0.0045903439752852096,6,1,16,0.012195121951219513
DOMAIN,0.010318904602824535,5,1,16,0.01016260162601626
APOPTOSIS,0.009127587842796495,5,1,16,0.01016260162601626
PROTEINS,0.0052259842575560055,5,1,16,0.01016260162601626
INVOLVED,0.004011172677200277,5,1,16,0.01016260162601626
ACTIVITY,0.004004601827323479,5,1,16,0.01016260162601626
INTRINSIC,0.027888574908173498,4,1,16,0.008130081300813009
UNFOLDED,0.01747889726049076,4,1,16,0.008130081300813009
VIA,0.013531079636528545,4,1,16,0.008130081300813009
RECEPTORS,0.012344881797036742,4,1,16,0.008130081300813009
MITOCHONDRIA,0.004776240248479767,4,1,16,0.008130081300813009
CHAPERONE,0.004287558084692808,4,1,16,0.008130081300813009
ATF6,0.0033399845601769914,4,1,16,0.008130081300813009
FACTORS,0.0032349348230372244,4,1,16,0.008130081300813009
CLEAVAGE,0.0018802408949764914,4,1,16,0.008130081300813009
POSITIVE,0.019870058928539682,3,1,16,0.006097560975609756
DNA,0.018189054915275144,3,1,16,0.006097560975609756
P53,0.012980073819431066,3,1,16,0.006097560975609756
LIGAND,0.01257484489622105,3,1,16,0.006097560975609756
BH3,0.00833196572607626,3,1,16,0.006097560975609756
RECEPTOR,0.008223454018530986,3,1,16,0.006097560975609756
MITOCHONDRIAL,0.007854064582246035,3,1,16,0.006097560975609756
MEMBRANE,0.007158112351432042,3,1,16,0.006097560975609756
FACTOR,0.007050150185702167,3,1,16,0.006097560975609756
ACTIVATES,0.007041977142270276,3,1,16,0.006097560975609756
C,0.0059330644688496996,3,1,16,0.006097560975609756
TRANSLOCATION,0.005366622677550427,3,1,16,0.006097560975609756
TYPE,0.0031179839260476027,3,1,16,0.006097560975609756
DEPENDENT,0.002979674094623548,3,1,16,0.006097560975609756
PROGRAMMED,0.002977615242545254,3,1,16,0.006097560975609756
OSMOTIC,0.002177588776651682,3,1,16,0.006097560975609756
MORPHOGENESIS,0.001821420638311419,3,1,16,0.006097560975609756
SIGNALING PATHWAY,0.025577984093023465,10,2,16,0.02032520325203252
CELL DEATH,0.015028841515716106,8,2,16,0.016260162601626018
PROTEIN BINDING,0.0044237377643742025,8,2,16,0.016260162601626018
APOPTOTIC SIGNALING,0.032820549350160586,7,2,16,0.014227642276422764
ENDOPLASMIC RETICULUM,0.014542744474597458,7,2,16,0.014227642276422764
NEGATIVE REGULATION,0.011884056302934121,7,2,16,0.014227642276422764
APOPTOTIC PROCESS,0.008789793003690725,6,2,16,0.012195121951219513
CELLULAR RESPONSE,0.00806068847855799,5,2,16,0.01016260162601626
REGULATES TRANSCRIPTION,0.0062542776433170705,5,2,16,0.01016260162601626
TP53 REGULATES,0.0062542776433170705,5,2,16,0.01016260162601626
UNFOLDED PROTEIN,0.01747889726049076,4,2,16,0.008130081300813009
RESPONSE ENDOPLASMIC,0.013208993069487023,4,2,16,0.008130081300813009
RETICULUM STRESS,0.013208993069487023,4,2,16,0.008130081300813009
REGULATION RESPONSE,0.010288184072899404,4,2,16,0.008130081300813009
DOMAIN BINDING,0.0044549770827861475,4,2,16,0.008130081300813009
REGULATION PROTEIN,0.0034201643642440796,4,2,16,0.008130081300813009
REGULATION CELL,0.03089206493782666,3,2,16,0.006097560975609756
INTRINSIC APOPTOTIC,0.030338264017067098,3,2,16,0.006097560975609756
PROTEIN RESPONSE,0.022240478686654536,3,2,16,0.006097560975609756
POSITIVE REGULATION,0.019870058928539682,3,2,16,0.006097560975609756
ACTIVATION VIA,0.006783234621045364,3,2,16,0.006097560975609756
CASPASE ACTIVATION,0.006783234621045364,3,2,16,0.006097560975609756
TRANSLOCATION MITOCHONDRIA,0.005366622677550427,3,2,16,0.006097560975609756
PROGRAMMED CELL,0.002977615242545254,3,2,16,0.006097560975609756
OSMOTIC STRESS,0.002177588776651682,3,2,16,0.006097560975609756
RESPONSE OSMOTIC,0.002177588776651682,3,2,16,0.006097560975609756
APOPTOTIC SIGNALING PATHWAY,0.032820549350160586,7,3,16,0.014227642276422764
TP53 REGULATES TRANSCRIPTION,0.0062542776433170705,5,3,16,0.01016260162601626
ENDOPLASMIC RETICULUM STRESS,0.013208993069487023,4,3,16,0.008130081300813009
RESPONSE ENDOPLASMIC RETICULUM,0.013208993069487023,4,3,16,0.008130081300813009
INTRINSIC APOPTOTIC SIGNALING,0.030338264017067098,3,3,16,0.006097560975609756
UNFOLDED PROTEIN RESPONSE,0.022240478686654536,3,3,16,0.006097560975609756
CASPASE ACTIVATION VIA,0.006783234621045364,3,3,16,0.006097560975609756
PROGRAMMED CELL DEATH,0.002977615242545254,3,3,16,0.006097560975609756
RESPONSE OSMOTIC STRESS,0.002177588776651682,3,3,16,0.006097560975609756
ACTIVITY,0.025043294221996568,30,1,17,0.06097560975609756
BINDING,0.0032216781240446296,15,1,17,0.03048780487804878
PROTEIN,0.01020651950813787,13,1,17,0.026422764227642278
UBIQUITIN,0.010197697967729168,11,1,17,0.022357723577235773
LIKE,0.013466961988392335,7,1,17,0.014227642276422764
DEPENDENT,0.0029485562130769174,7,1,17,0.014227642276422764
TYPE,0.027083323468908394,6,1,17,0.012195121951219513
SPECIFIC,0.01666301554403638,5,1,17,0.01016260162601626
PEPTIDE,0.006703961133364816,5,1,17,0.01016260162601626
MODIFICATION,0.0020404905059143064,5,1,17,0.01016260162601626
PEPTIDASE,0.043258630815891846,4,1,17,0.008130081300813009
ENDOPEPTIDASE,0.03335705155965766,4,1,17,0.008130081300813009
HORMONE,0.005144882094936172,4,1,17,0.008130081300813009
CYSTEINE,0.049665502175457316,3,1,17,0.006097560975609756
PROTEASE,0.023692527738729457,3,1,17,0.006097560975609756
SERINE,0.017324355536291153,3,1,17,0.006097560975609756
PROCESS,0.005116915187112669,3,1,17,0.006097560975609756
PROCESSING,0.004927012320288154,3,1,17,0.006097560975609756
POLYUBIQUITIN,0.002332899248129407,3,1,17,0.006097560975609756
CONJUGATING,0.00216354124678873,3,1,17,0.006097560975609756
ENZYME,0.00216354124678873,3,1,17,0.006097560975609756
SECRETION,0.0014971412712565073,3,1,17,0.006097560975609756
SYNTHESIS,0.0014971412712565073,3,1,17,0.006097560975609756
SUMO,0.001197406648459992,3,1,17,0.006097560975609756
PROTEIN BINDING,0.0025851435686127253,7,2,17,0.014227642276422764
LIKE PROTEIN,0.015598656575035614,6,2,17,0.012195121951219513
UBIQUITIN LIKE,0.015598656575035614,6,2,17,0.012195121951219513
DEPENDENT PROTEIN,0.0020404905059143064,5,2,17,0.01016260162601626
MODIFICATION DEPENDENT,0.0020404905059143064,5,2,17,0.01016260162601626
PEPTIDASE ACTIVITY,0.043258630815891846,4,2,17,0.008130081300813009
ENDOPEPTIDASE ACTIVITY,0.03335705155965766,4,2,17,0.008130081300813009
CYSTEINE TYPE,0.049665502175457316,3,2,17,0.006097560975609756
PROTEASE ACTIVITY,0.023692527738729457,3,2,17,0.006097560975609756
SPECIFIC PROTEASE,0.023692527738729457,3,2,17,0.006097560975609756
PEPTIDE HORMONE,0.006304170190475654,3,2,17,0.006097560975609756
POLYUBIQUITIN MODIFICATION,0.002332899248129407,3,2,17,0.006097560975609756
CONJUGATING ENZYME,0.00216354124678873,3,2,17,0.006097560975609756
SYNTHESIS SECRETION,0.0014971412712565073,3,2,17,0.006097560975609756
UBIQUITIN LIKE PROTEIN,0.015598656575035614,6,3,17,0.012195121951219513
DEPENDENT PROTEIN BINDING,0.0020404905059143064,5,3,17,0.01016260162601626
MODIFICATION DEPENDENT PROTEIN,0.0020404905059143064,5,3,17,0.01016260162601626
SPECIFIC PROTEASE ACTIVITY,0.023692527738729457,3,3,17,0.006097560975609756
POLYUBIQUITIN MODIFICATION DEPENDENT,0.002332899248129407,3,3,17,0.006097560975609756
REGULATION,0.01412354380702482,47,1,18,0.09552845528455285
TRANSPORT,0.015966653845529023,24,1,18,0.04878048780487805
VESICLE,0.017400965432560537,13,1,18,0.026422764227642278
BINDING,0.0037263363333293127,13,1,18,0.026422764227642278
POSITIVE,0.010326521429706517,12,1,18,0.024390243902439025
SECRETION,0.018161294921742864,10,1,18,0.02032520325203252
PROTEIN,0.006600340797273639,10,1,18,0.02032520325203252
SYNAPTIC,0.01871821967668133,9,1,18,0.018292682926829267
NEUROTRANSMITTER,0.01420989330533303,9,1,18,0.018292682926829267
NEGATIVE,0.008862716827125526,8,1,18,0.016260162601626018
RECEPTOR,0.004208015433567964,8,1,18,0.016260162601626018
LOCALIZATION,0.013977694801392734,7,1,18,0.014227642276422764
CYCLE,0.010923761618083325,6,1,18,0.012195121951219513
RELEASE,0.004683882119981833,6,1,18,0.012195121951219513
CALCIUM,0.0031398462478018792,5,1,18,0.01016260162601626
ACID,0.006627972449320802,4,1,18,0.008130081300813009
MEMBRANE,0.002779553876330494,4,1,18,0.008130081300813009
INTRACELLULAR,0.01947544808710103,3,1,18,0.006097560975609756
SYNAPSE,0.015510428043676689,3,1,18,0.006097560975609756
HORMONE,0.014614131519654778,3,1,18,0.006097560975609756
TRANS,0.012758874093906714,3,1,18,0.006097560975609756
AMINE,0.010998147642290018,3,1,18,0.006097560975609756
CELLULAR,0.009918501466224123,3,1,18,0.006097560975609756
FUSION,0.006962193106029683,3,1,18,0.006097560975609756
SNARE,0.006674412754459469,3,1,18,0.006097560975609756
ORGANIC,0.005045228395428547,3,1,18,0.006097560975609756
PROCESS,0.004975323344351284,3,1,18,0.006097560975609756
ACTIVITY,0.003197602725826136,3,1,18,0.006097560975609756
RECYCLING,0.0018045416521854775,3,1,18,0.006097560975609756
DEPENDENT,0.0017625859031198572,3,1,18,0.006097560975609756
ORGANIZATION,0.0007734628327026343,3,1,18,0.006097560975609756
POSITIVE REGULATION,0.010326521429706517,12,2,18,0.024390243902439025
NEGATIVE REGULATION,0.008862716827125526,8,2,18,0.016260162601626018
SYNAPTIC VESICLE,0.018982658720678083,7,2,18,0.014227642276422764
REGULATION SYNAPTIC,0.01572617169081011,6,2,18,0.012195121951219513
PROTEIN LOCALIZATION,0.009887047118310536,6,2,18,0.012195121951219513
NEUROTRANSMITTER RELEASE,0.004906142960936729,5,2,18,0.01016260162601626
RELEASE CYCLE,0.004906142960936729,5,2,18,0.01016260162601626
REGULATION NEUROTRANSMITTER,0.025839581235828406,4,2,18,0.008130081300813009
PROTEIN BINDING,0.0016702813157182946,4,2,18,0.008130081300813009
REGULATION SECRETION,0.02651751355681343,3,2,18,0.006097560975609756
NEUROTRANSMITTER TRANSPORT,0.019940591999029453,3,2,18,0.006097560975609756
INTRACELLULAR TRANSPORT,0.01947544808710103,3,2,18,0.006097560975609756
REGULATION INTRACELLULAR,0.01947544808710103,3,2,18,0.006097560975609756
VESICLE TRANSPORT,0.016600663192967092,3,2,18,0.006097560975609756
HORMONE SECRETION,0.014614131519654778,3,2,18,0.006097560975609756
REGULATION HORMONE,0.014614131519654778,3,2,18,0.006097560975609756
AMINE TRANSPORT,0.010998147642290018,3,2,18,0.006097560975609756
ACID TRANSPORT,0.005045228395428547,3,2,18,0.006097560975609756
ORGANIC ACID,0.005045228395428547,3,2,18,0.006097560975609756
REGULATION ORGANIC,0.005045228395428547,3,2,18,0.006097560975609756
DEPENDENT PROTEIN,0.0017625859031198572,3,2,18,0.006097560975609756
REGULATION SYNAPTIC VESICLE,0.01572617169081011,6,3,18,0.012195121951219513
NEUROTRANSMITTER RELEASE CYCLE,0.004906142960936729,5,3,18,0.01016260162601626
REGULATION NEUROTRANSMITTER TRANSPORT,0.019940591999029453,3,3,18,0.006097560975609756
REGULATION INTRACELLULAR TRANSPORT,0.01947544808710103,3,3,18,0.006097560975609756
SYNAPTIC VESICLE TRANSPORT,0.016600663192967092,3,3,18,0.006097560975609756
REGULATION HORMONE SECRETION,0.014614131519654778,3,3,18,0.006097560975609756
ORGANIC ACID TRANSPORT,0.005045228395428547,3,3,18,0.006097560975609756
REGULATION ORGANIC ACID,0.005045228395428547,3,3,18,0.006097560975609756
POSITIVE REGULATION SYNAPTIC,0.003174115414736995,3,3,18,0.006097560975609756
DEPENDENT PROTEIN BINDING,0.0017625859031198572,3,3,18,0.006097560975609756
VIRAL,0.005200645477668279,10,1,19,0.02032520325203252
TRANSPORT,0.010883085163098313,9,1,19,0.018292682926829267
REGULATION,0.010040481663339625,9,1,19,0.018292682926829267
HOST,0.004184642099937328,7,1,19,0.014227642276422764
AUTOPHAGY,0.0409560012343135,6,1,19,0.012195121951219513
PROCESS,0.006084568011733589,6,1,19,0.012195121951219513
MEDIATED,0.012790389461546297,4,1,19,0.008130081300813009
VACUOLE,0.020255988746243805,3,1,19,0.006097560975609756
RESPONSE,0.01711063035196875,3,1,19,0.006097560975609756
POSITIVE,0.011022031824683526,3,1,19,0.006097560975609756
ENDOSOME,0.010074439365381263,3,1,19,0.006097560975609756
PROTEIN,0.009426593013676265,3,1,19,0.006097560975609756
LYSOSOME,0.007139180639903916,3,1,19,0.006097560975609756
PATHWAY,0.006882026085166776,3,1,19,0.006097560975609756
MODULATION,0.0024800442151186844,3,1,19,0.006097560975609756
VIRAL PROCESS,0.0027898934536417863,4,2,19,0.008130081300813009
HOST VIRAL,0.0019906531784675986,4,2,19,0.008130081300813009
POSITIVE REGULATION,0.011022031824683526,3,2,19,0.006097560975609756
REGULATION VIRAL,0.007541095796415789,3,2,19,0.006097560975609756
LYSOSOME TRANSPORT,0.007139180639903916,3,2,19,0.006097560975609756
HOST VIRAL PROCESS,0.001918889784534637,3,3,19,0.006097560975609756
DEVELOPMENT,0.0034559155441317765,108,1,20,0.21951219512195122
REGULATION,0.002971425419737933,98,1,20,0.1991869918699187
CELL,0.002292153972391903,66,1,20,0.13414634146341464
MORPHOGENESIS,0.00390767033274634,52,1,20,0.10569105691056911
MUSCLE,0.0026617582924688965,37,1,20,0.07520325203252033
BINDING,0.0011637283733132717,33,1,20,0.06707317073170732
DIFFERENTIATION,0.00318298302755062,30,1,20,0.06097560975609756
NEGATIVE,0.002363506944317668,25,1,20,0.0508130081300813
INVOLVED,0.0022126803188715345,24,1,20,0.04878048780487805
SIGNALING,0.0016199384188575487,24,1,20,0.04878048780487805
RECEPTOR,0.0013114429172513666,23,1,20,0.046747967479674794
POSITIVE,0.003224005036761558,21,1,20,0.042682926829268296
EPITHELIAL,0.004778079467179548,19,1,20,0.03861788617886179
GLAND,0.0024809466652983988,19,1,20,0.03861788617886179
GROWTH,0.002680742409514951,18,1,20,0.036585365853658534
FACTOR,0.0019815940910775393,16,1,20,0.032520325203252036
EMBRYONIC,0.004784195514877463,15,1,20,0.03048780487804878
BETA,0.0019130846325437312,15,1,20,0.03048780487804878
TISSUE,0.002637845677412445,14,1,20,0.028455284552845527
RESPONSE,0.002544749611926267,14,1,20,0.028455284552845527
PROCESS,0.0014309557231201465,12,1,20,0.024390243902439025
PROLIFERATION,0.0029612523125807882,11,1,20,0.022357723577235773
PATHWAY,0.002395075408478503,11,1,20,0.022357723577235773
TRANSFORMING,0.0019968699220261283,11,1,20,0.022357723577235773
CARDIAC,0.002698952999749702,10,1,20,0.02032520325203252
ACTIVITY,0.0009144468555957417,10,1,20,0.02032520325203252
EPITHELIUM,0.006356200418160651,9,1,20,0.018292682926829267
VASCULATURE,0.002264381272507896,9,1,20,0.018292682926829267
WNT,0.0015013994092488508,9,1,20,0.018292682926829267
KIDNEY,0.006361063772410981,8,1,20,0.016260162601626018
BRANCHING,0.005229725077773773,8,1,20,0.016260162601626018
MESENCHYMAL,0.003975794864013367,8,1,20,0.016260162601626018
SKELETAL,0.00317635981058139,8,1,20,0.016260162601626018
CELLULAR,0.002313190370879631,8,1,20,0.016260162601626018
TUBE,0.009199471803324992,7,1,20,0.014227642276422764
MAMMARY,0.0029343820060257807,7,1,20,0.014227642276422764
TYPE,0.002213225022053435,7,1,20,0.014227642276422764
MIGRATION,0.0021178625774934995,7,1,20,0.014227642276422764
APOPTOTIC,0.0017857750472651764,7,1,20,0.014227642276422764
MESODERM,0.0012816446174492343,7,1,20,0.014227642276422764
REGULATES,0.0010391940250459707,7,1,20,0.014227642276422764
VASCULAR,0.00100291810521412,7,1,20,0.014227642276422764
SMOOTH,0.0020156068293754924,6,1,20,0.012195121951219513
FORMATION,0.0016813749788859138,6,1,20,0.012195121951219513
COMMITMENT,0.0016641778490445482,6,1,20,0.012195121951219513
FATE,0.0016641778490445482,6,1,20,0.012195121951219513
BLOOD,0.0015115519631819744,6,1,20,0.012195121951219513
VESSEL,0.0015115519631819744,6,1,20,0.012195121951219513
STEM,0.0014480945892859159,6,1,20,0.012195121951219513
ENDOTHELIAL,0.0011424261974392164,6,1,20,0.012195121951219513
TRANSCRIPTION,0.0010147903054730128,6,1,20,0.012195121951219513
ORGAN,0.008009816123691126,5,1,20,0.01016260162601626
NEURAL,0.004699913821918592,5,1,20,0.01016260162601626
HEART,0.0039626393683283466,5,1,20,0.01016260162601626
BMP,0.002443667404091211,5,1,20,0.01016260162601626
SMAD,0.002257286448291284,5,1,20,0.01016260162601626
VALVE,0.001630056366296066,5,1,20,0.01016260162601626
NOTCH,0.0013183569759727524,5,1,20,0.01016260162601626
EXTRACELLULAR,0.0011973866610425574,5,1,20,0.01016260162601626
PROSTATE,0.0032515623025501632,4,1,20,0.008130081300813009
CARTILAGE,0.0029889445269104514,4,1,20,0.008130081300813009
STIMULUS,0.002710553597193966,4,1,20,0.008130081300813009
EYE,0.0026061961781082754,4,1,20,0.008130081300813009
LUNG,0.002358169408248932,4,1,20,0.008130081300813009
ASSEMBLY,0.0021721383746658163,4,1,20,0.008130081300813009
PROTEIN,0.002093722729063945,4,1,20,0.008130081300813009
BONE,0.0017400042365744346,4,1,20,0.008130081300813009
GENE,0.0015167392192462702,4,1,20,0.008130081300813009
MATRIX,0.0014389434067481502,4,1,20,0.008130081300813009
MAINTENANCE,0.0012547723662052874,4,1,20,0.008130081300813009
CANCER,0.0010897468389672652,4,1,20,0.008130081300813009
ADAPTATION,0.0009033042685805349,4,1,20,0.008130081300813009
RUNX3,0.0008742587221367735,4,1,20,0.008130081300813009
ACTIVIN,0.0007794748408065866,4,1,20,0.008130081300813009
HORMONE,0.0007309602375645175,4,1,20,0.008130081300813009
REGENERATION,0.0005983107898269556,4,1,20,0.008130081300813009
FIBER,0.0005690388913887045,4,1,20,0.008130081300813009
METANEPHROS,0.008156480066604155,3,1,20,0.006097560975609756
SYSTEM,0.006999287469148717,3,1,20,0.006097560975609756
TRANSITION,0.006682637638661555,3,1,20,0.006097560975609756
EAR,0.005649005235670125,3,1,20,0.006097560975609756
POPULATION,0.0037817563705802464,3,1,20,0.006097560975609756
BIOMINERAL,0.0036600598950842396,3,1,20,0.006097560975609756
STRIATED,0.0035479504171032957,3,1,20,0.006097560975609756
DUCT,0.0021179455150149087,3,1,20,0.006097560975609756
OTIC,0.0020263850685718894,3,1,20,0.006097560975609756
VESICLE,0.0020263850685718894,3,1,20,0.006097560975609756
EPIDERMIS,0.001864450910187654,3,1,20,0.006097560975609756
HYPERTROPHY,0.0018527874746273722,3,1,20,0.006097560975609756
SIGNAL,0.0018040405154684238,3,1,20,0.006097560975609756
TRANSDUCTION,0.0018040405154684238,3,1,20,0.006097560975609756
KINASE,0.0016508390064823273,3,1,20,0.006097560975609756
SERINE,0.0016508390064823273,3,1,20,0.006097560975609756
THREONINE,0.0016508390064823273,3,1,20,0.006097560975609756
NEURON,0.0015972904958181206,3,1,20,0.006097560975609756
PARAXIAL,0.0015701500553212389,3,1,20,0.006097560975609756
LIGAND,0.0015617534716604916,3,1,20,0.006097560975609756
METANEPHRIC,0.0015234526868506673,3,1,20,0.006097560975609756
DOMAIN,0.0012591077622582335,3,1,20,0.006097560975609756
INTRACELLULAR,0.0012591077622582335,3,1,20,0.006097560975609756
COMPLEX,0.0011643139006525917,3,1,20,0.006097560975609756
TCF,0.0009279027754982124,3,1,20,0.006097560975609756
HAIR,0.0009137495772434384,3,1,20,0.006097560975609756
METABOLIC,0.0008619159217376672,3,1,20,0.006097560975609756
MEDIATOR,0.0008133477112233872,3,1,20,0.006097560975609756
DEPENDENT,0.0007311277715415003,3,1,20,0.006097560975609756
VASCULOGENESIS,0.0007268678190238323,3,1,20,0.006097560975609756
GONAD,0.0006887013996383628,3,1,20,0.006097560975609756
SEPTUM,0.000589576324910879,3,1,20,0.006097560975609756
LENS,0.0005779235455677963,3,1,20,0.006097560975609756
NODAL,0.0005776794869219377,3,1,20,0.006097560975609756
ACTININ,0.0005390353024968324,3,1,20,0.006097560975609756
MUTANTS,0.0004531006688686683,3,1,20,0.006097560975609756
NEGATIVE REGULATION,0.002363506944317668,25,2,20,0.0508130081300813
CELL DIFFERENTIATION,0.0031314493067106557,22,2,20,0.044715447154471545
POSITIVE REGULATION,0.003224005036761558,21,2,20,0.042682926829268296
GROWTH FACTOR,0.0019815940910775393,16,2,20,0.032520325203252036
MUSCLE CELL,0.0036743973449281267,13,2,20,0.026422764227642278
FACTOR BETA,0.0019968699220261283,11,2,20,0.022357723577235773
TRANSFORMING GROWTH,0.0019968699220261283,11,2,20,0.022357723577235773
SIGNALING PATHWAY,0.0025648999163655492,10,2,20,0.02032520325203252
GLAND DEVELOPMENT,0.0023181773290654817,10,2,20,0.02032520325203252
MUSCLE TISSUE,0.002694413145853716,9,2,20,0.018292682926829267
CELL PROLIFERATION,0.0026018634567334924,9,2,20,0.018292682926829267
EPITHELIAL CELL,0.0019791862657687277,9,2,20,0.018292682926829267
REGULATION MUSCLE,0.004753167905476655,8,2,20,0.016260162601626018
BETA RECEPTOR,0.001445362634321887,8,2,20,0.016260162601626018
CARDIAC MUSCLE,0.0030758594215240403,7,2,20,0.014227642276422764
MAMMARY GLAND,0.0029343820060257807,7,2,20,0.014227642276422764
VASCULATURE DEVELOPMENT,0.002504188391822828,7,2,20,0.014227642276422764
CELL MIGRATION,0.0021178625774934995,7,2,20,0.014227642276422764
APOPTOTIC PROCESS,0.0017857750472651764,7,2,20,0.014227642276422764
